,,30/06/2000,31/07/2000,31/08/2000,30/09/2000,31/10/2000,30/11/2000,31/12/2000,31/01/2001,28/02/2001,31/03/2001,30/04/2001,31/05/2001,30/06/2001,31/07/2001,31/08/2001,30/09/2001,31/10/2001,30/11/2001,31/12/2001,31/01/2002,28/02/2002,31/03/2002,30/04/2002,31/05/2002,30/06/2002,31/07/2002,31/08/2002,30/09/2002,31/10/2002,30/11/2002,31/12/2002,31/01/2003,28/02/2003,31/03/2003,30/04/2003,31/05/2003,30/06/2003,31/07/2003,31/08/2003,30/09/2003,31/10/2003,30/11/2003,31/12/2003,31/01/2004,29/02/2004,31/03/2004,30/04/2004,31/05/2004,30/06/2004,31/07/2004,31/08/2004,30/09/2004,31/10/2004,30/11/2004,31/12/2004,31/01/2005,28/02/2005,31/03/2005,30/04/2005,31/05/2005,30/06/2005,31/07/2005,31/08/2005,30/09/2005,31/10/2005,30/11/2005,31/12/2005,31/01/2006,28/02/2006,31/03/2006,30/04/2006,31/05/2006,30/06/2006,31/07/2006,31/08/2006,30/09/2006,31/10/2006,30/11/2006,31/12/2006,31/01/2007,28/02/2007,31/03/2007,30/04/2007,31/05/2007,30/06/2007,31/07/2007,31/08/2007,30/09/2007,31/10/2007,30/11/2007,31/12/2007,31/01/2008,29/02/2008,31/03/2008,30/04/2008,31/05/2008,30/06/2008,31/07/2008,31/08/2008,30/09/2008,31/10/2008,30/11/2008,31/12/2008,31/01/2009,28/02/2009,31/03/2009,30/04/2009,31/05/2009,30/06/2009,31/07/2009,31/08/2009,30/09/2009,31/10/2009,30/11/2009,31/12/2009,31/01/2010,28/02/2010,31/03/2010,30/04/2010,31/05/2010,30/06/2010,31/07/2010,31/08/2010,30/09/2010,31/10/2010,30/11/2010,31/12/2010,31/01/2011,28/02/2011,31/03/2011,30/04/2011,31/05/2011,30/06/2011,31/07/2011,31/08/2011,30/09/2011,31/10/2011,30/11/2011,31/12/2011,31/01/2012,29/02/2012,31/03/2012,30/04/2012,31/05/2012,30/06/2012,31/07/2012,31/08/2012,30/09/2012,31/10/2012,30/11/2012,31/12/2012,31/01/2013,28/02/2013,31/03/2013,30/04/2013,31/05/2013,30/06/2013,31/07/2013,31/08/2013,30/09/2013,31/10/2013,30/11/2013,31/12/2013,31/01/2014,28/02/2014,31/03/2014,30/04/2014,31/05/2014,30/06/2014,31/07/2014,31/08/2014,30/09/2014,31/10/2014,30/11/2014,31/12/2014,31/01/2015,28/02/2015,31/03/2015,30/04/2015,31/05/2015,30/06/2015,31/07/2015,31/08/2015,30/09/2015,31/10/2015,30/11/2015,31/12/2015,31/01/2016,29/02/2016,31/03/2016,30/04/2016,31/05/2016,30/06/2016,31/07/2016,31/08/2016,30/09/2016,31/10/2016,30/11/2016,31/12/2016,31/01/2017,28/02/2017,31/03/2017,30/04/2017,31/05/2017,30/06/2017,31/07/2017,31/08/2017,30/09/2017,31/10/2017,30/11/2017,31/12/2017,31/01/2018,28/02/2018,31/03/2018,30/04/2018,31/05/2018,30/06/2018,31/07/2018,31/08/2018,30/09/2018,31/10/2018,30/11/2018,31/12/2018,31/01/2019,28/02/2019,31/03/2019,30/04/2019,31/05/2019,30/06/2019,31/07/2019,31/08/2019,30/09/2019,31/10/2019,30/11/2019,31/12/2019,31/01/2020,29/02/2020,31/03/2020,30/04/2020,31/05/2020,30/06/2020,31/07/2020,31/08/2020,30/09/2020,31/10/2020,30/11/2020,31/12/2020,31/01/2021,28/02/2021,31/03/2021,30/04/2021,31/05/2021,30/06/2021,31/07/2021,31/08/2021,30/09/2021,31/10/2021,30/11/2021,31/12/2021,31/01/2022,28/02/2022,31/03/2022,30/04/2022,31/05/2022,30/06/2022,31/07/2022,31/08/2022,30/09/2022,31/10/2022
K&S Corp Ltd,KSC,-2.4,9.01639,27.81955,-2.35294,-9.375,1.37931,-4.76191,11.42857,8.97436,-9.09091,0,22,19.12568,0,-2.7907,-9.09091,12.43243,44.23077,8.33333,10.76923,11.11111,-1.625,-24.87047,-12.06897,-11.37255,8.40708,8.57143,-4.51128,8,2.22222,3.26087,15.78947,-7.57576,-3.11475,3.81944,5.35117,-3.1746,12.13115,26.31579,1.85185,5.68182,5.80645,13.00813,0.71942,5,-13.26531,1.2,0.79051,-1.96078,6,-3.39623,13.28125,-1.37931,5.35714,6.77966,11.11111,-2,5.39359,-10.70423,0.807,0.63134,-3.125,16.12903,-2.77778,-4.57143,4.28135,1.17302,-5.50725,0.30675,3.66973,11.44578,-5.13514,2.5641,0.83333,-4.40771,3.7464,2.77778,0.55096,1.36986,8.10811,3.75,-4.81928,-1.03093,-9.11458,0.28653,0,-2.85714,0.58824,1.46199,2.94118,-3.14286,-4.71976,5.26316,-10.29412,8.41751,-8.07453,1.35135,-1.33333,4.72973,7.41936,-10.81081,-17.30104,1.25523,3.30579,-3.2,-9.50413,10.84906,-1.70213,-8.65801,-9.95261,38.94737,2.27273,8.14815,4.52962,-1.66667,-6.77966,3.63636,1.40351,-3.5461,-7.72059,1.99203,1.5625,-1.53846,9.375,-4.64286,-9.61539,-2.12766,-1.73913,-7.9646,-4.08654,-12.5964,-5.29412,-12.42236,0.70922,-6.33803,-12.03008,12.39316,-3.55731,-1.63934,1.66667,8.19672,-9.09091,9.56522,-0.79365,-2,11.02041,9.55882,4.02685,13.54839,6.47059,-2.20995,19.20904,4.2654,7.95455,-18.61472,-5.58511,-4.22535,2.94118,1.14286,3.67232,-3.26976,8.09249,-3.20856,-4.41989,0.57803,-11.49425,-11.25828,-2.98508,-3.84615,11.2,3.59712,1.38889,6.84932,-13.39869,-5.66038,3.2,7.36434,12.99639,-3.92157,-2.04082,-8.33333,0,6.06061,-5.71429,1.89394,-9.92366,18.64407,-13.57143,14.04959,22.82609,-8.92857,-13.72549,0,7.57576,-8.80282,6.56371,2.89855,2.8169,9.58904,0,-2.5,10.25641,-14.66276,8.59107,1.26582,10,-3.40909,6.47059,-1.10497,3.9548,-8.15217,-2.95858,-1.21951,9.25926,-2.85714,2.05882,-7.20461,-6.8323,1.33333,-1.31579,-8.66667,11.11111,-6.66667,1.42857,12.67606,17.1875,-11.05121,1.81818,8.63095,-1.09589,-0.27701,1.11111,-9.61539,-6.99088,-0.3268,7.54098,-5.79268,3.55987,-7.91139,0,-12.02749,-6.25,5.83333,1.5748,10.46512,-0.71685,1.08303,-3.57143,2.96296,-4.31655,16.92308,21.38158,-17.61518,5.26316,12.5,-5.55556,6.17647,-1.9774,-9.2219,14.28571,-3.33333,3.16092,-0.28571,-1.43267,1.74419,-1.42857,1.44928,10,11.68831
Kaili Resources Ltd,KLR,0,21.53846,26.58228,-26,-18.91892,-5,-12.2807,-10,-27.77778,-44.61538,11.11111,-37.5,-38.4,-9.09091,-28.57143,-40,-16.66667,68,7.14286,11.11111,-24,-31.57895,53.84615,-25,-46.66667,81.25,-24.13793,-31.81818,6.66667,-12.5,14.28571,37.5,-18.18182,-50,22.22222,0,0,0,245.4545,-18.42105,-19.35484,-12,-13.63636,5.26316,25,-16,4.76191,0,-22.72727,5.88235,11.11111,5,-33.33333,25,-2.85714,2.94118,-25.71428,-42.30769,0,-46.66667,0,0,12.5,-11.11111,150,-30,-7.14286,-43.07692,-13.51351,-15.625,122.2222,8.33333,0,-52.30769,0,29.03226,-10,8.33333,41.02564,0,109.0909,-26.08696,-17.64706,92.85714,-3.7037,-7.69231,-16.66667,-20,1.25,23.45679,10,-53.63636,1.96078,0,-44.23077,-65.51724,0,0,0,0,0,100,0,0,0,-50,100,0,50,-66.66666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,-2.77778,0,0,0,0,0,0,0,0,-84.57143,-3.7037,0,0,146.1538,-21.875,10,0,0,-18.18182,0,0,0,0,-15.55556,0,5.26316,0,0,0,-10,0,0,0,-2.77778,2.85714,11.11111,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111,0,0,-25,0,0,0,-13.33333,-3.84615,0,0,8,3.7037,0,10.71429,9.67742,-11.76471,-10,-14.81481,-30.43478,0,-12.5,-7.14286,0,0,0
Kimberley Securities Ltd,KBS,-7.69231,0,-33.33333,0,20,4.16667,-4.16667,0,0,0,-6.52174,0,16.27907,0,0,0,0,0,0,0,0,10,0,9.09091,-8.33333,0,0,0,0,0,0,0,0,18.18182,-15.38461,0,9.09091,0,0,8.33333,4.61539,0,32.35294,0,11.11111,-30,0,0,0,0,-17.14286,12.06897,-7.69231,-8.33333,0,-45.45454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korvest Ltd,KOV,6.25,0,-11.17647,-0.66225,2.06897,-12.16216,6.15385,-9.42029,12.8,13.47518,-22.58064,8.33333,10.76923,0,-5.55556,-8.08824,0,9.16667,5.34351,5.07246,7.58621,-7.05128,17.85714,-11.51515,-7.53425,0.74074,6.61765,1.37931,-1.40845,0.71429,13.47518,6.25,7.05882,-3.84615,12.42604,11.57895,9.43396,14.22414,10,-6.66667,-1.50376,0.76336,-3.40909,6.66667,13.97059,5.48387,12.85266,0.27778,2.49308,5.67568,7.16113,0,-0.4878,2.69608,7.39857,2.44444,1.0846,-1.31579,-11.11111,-5.75,5.57029,0.50251,0.75,4.59184,-1.95122,0,-1.74129,13.16456,-1.11857,5.34884,1.10375,-2.83843,-5.61798,10,15.36797,0.96154,1.90476,-1.49533,2.8463,11.62362,4.6281,-1.6129,0,-4.91803,0.34483,1.37457,3.89831,-6.51085,4.46429,-2.5641,5.26316,-6.83333,0.89445,-7.27273,5.88235,-6.2963,-0.98814,3.79242,-5.38462,-13.17992,-12.77108,4.97238,-1.31579,6.66667,4.25,-17.5,13.63636,2.93333,-4.14508,20.27027,6.29214,25,0.70175,-0.69686,2.63158,2.22222,-5.01672,-9.07441,3.79242,-4.61539,-6.25,3.22581,-2.5,4.85651,-9.47368,0.46512,7.63889,-4.08602,-4.48431,-4.57831,-6.56566,-3.51351,0,6.44258,-0.78947,-3.31492,20.28572,-2.61283,-7.31707,18.94737,5.75221,6.66667,7.29167,-12.23301,2.87611,20.43011,5.35714,8.21429,10.89109,2.67857,-0.72464,4.67153,2.64993,-2.11268,-2.15827,-21.32353,8.41122,4.31035,-6.61157,1.10092,6.1706,8.88889,-4.08163,12.27496,-7.28863,1.63934,1.6129,19.04762,-12,17.14286,0.7622,-3.01587,-16.20295,-2.34375,-2,-8.16327,2.22222,-15.21739,-2.5641,-2.63158,-4.05405,3.66197,-9.78261,9.375,-12.85714,-4.2623,-5.82192,-6.90909,-14.0625,9.52381,-3.91304,4.0724,-4.78261,24.20091,4.77941,-9.09091,-20,9,6.42202,9.91379,2.35294,0.79681,1.18577,-4.29688,-3.67347,5.9322,-8.8,0.44444,7.07965,-4.95868,0.43478,8.22511,-6,-8.69565,9.52381,-8.69565,-1.42857,23.18841,-1.96078,4.52675,-0.7874,-0.39683,2.78885,11.24031,-4.87805,7.95455,-8.42105,3.44828,0,25.92593,-0.58824,-4.61539,16.12903,-5.55556,2.94118,22.85714,-6.04651,-16.70951,16.04938,-2.92553,9.58904,16,-1.07759,-5.8296,11.66667,1.91898,4.60251,-0.4,-10.64257,-0.46512,0.46729,12.09302,3.52697,28.25651,-7.65625,-4.20315,17.73309,-2.79503,19.80831,6.53333,-8.88611,2.56046,2.63523,2.83784,-7.88436,18.25963,-11.9421,2.8777,4.1958
Kresta Holdings Ltd,KRS,-3.22581,0,0,-26.66667,4.54546,-13.04348,-15,2.35294,-8.04598,-25,0,-16.66667,-14,-6.97674,0,0,0,37.5,27.27273,-2.85714,10.29412,28,-1.04167,-2.10526,5.37634,22.44898,16.66667,-3.57143,29.62963,8.57143,18.42105,46.66667,12.12121,-10,-1.5873,9.67742,14.70588,35.89743,-1.88679,-1.92308,27.45098,-7.69231,0,20,-12.5,-1.5873,4.83871,-7.69231,-13.33333,16,-3.44828,7.14286,1.66667,-4.91803,7.14286,-3.33333,-27.58621,-4.76191,-37.5,16,-13.7931,8,-10,0,-2.22222,-2.27273,25.5814,0,-18.51852,9.09091,-8.33333,-19.04762,-5.88235,3.125,30.30303,4.65116,13.33333,31.37255,-1.49254,9.09091,-20,0,7.14286,-3.33333,-13.7931,18.75,1.75439,5.17241,-1.63934,0,6.66667,-4.6875,3.38983,-8.19672,0,8.92857,-9.83607,-7.69231,-6.25,-6.66667,-14.28571,2.77778,8.10811,-42.5,-4.76191,-3,39.17526,-18.51852,22.72727,14.81481,19.35484,13.51351,0,0,5,54.76191,15.38461,5.33333,-6.32911,0,0,5.71429,4.05405,-2.5974,-5.33333,-33.82353,31.11111,-15.25424,30,-16.92308,1.85185,3.7037,-7.14286,11.53846,-10.34483,-11.53846,4.34783,-8.33333,-4.54546,-4.76191,-12.5,-2.85714,-17.64706,-7.14286,-15.38461,9.09091,25,0,13.33333,11.76471,0,-10.52632,-5.88235,6.25,0,-5.88235,-6.25,-3.33333,20.68966,-14.28571,5,16.12903,-2.77778,0,-2.85714,-2.94118,21.21212,-20,28.125,12.19512,0,-4.34783,-13.63636,7.89474,7.31707,13.63636,12,-7.14286,-3.84615,-4,-12.5,0,0,-11.90476,-21.62162,-6.89655,29.62963,-8.57143,0,0,0,31.25,-4.76191,0,-15,-5.88235,0,0,0,0,0,-25,0,25,-39.33333,-4.39561,0,-17.24138,-9.72222,-6.15385,-22.95082,-17.02128,2.5641,0,12.5,6.66667,-16.66667,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
KTL Technologies Ltd,KTL,-10.71429,40,-14.28571,6.66667,-9.375,-24.13793,0,-4.54546,-40.47619,40,-28.57143,-20,0,20,-25,22.22222,-4.54546,23.80952,0,0,-7.69231,-16.66667,5,-10.47619,-30.85106,46.15385,1.05263,2.08333,-17.34694,17.28395,-5.26316,-20,0,25,-11.11111,-11.25025,-11.26736,0,-4.76191,-20,-6.25,2.22267,-2.17434,33.33333,1.667,-4.91802,-5.17274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78.18182,25,-26.66667,0,36.36364,6.66667,-6.25,33.33333,15,-13.04348,5,-9.52381,5.26316,10,-18.18182,5.55556,5.26316,70,-11.76471,23.33333,-18.91892,23.33333,-10.81081,36.36364,-15.55556,-7.89474,0,-5.71429,-9.09091,-16.66667,8,0,-14.81481,17.3913,-7.40741,-16,9.52381,0,-56.52174,-10,-22.22222,-28.57143,-40,0,66.66666,60,0,-12.5,42.85714,0,-30,-28.57143,20,-16.66667,0,-20,150,-50,-40,0,0,0,33.33333,25,20,-33.33333,0,50,50,-11.11111,-50,5,0,-33.33333,50,0,0,-33.33333,0,0,0,-50,100,-50,200,0,33.33333,0,-25,133.3333,-71.42857,0,0,-50,100,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachlan Star Ltd,LSA,-15,5.88235,1.38889,16.43836,-5.88235,20,12.5,-21.2963,9.41177,2.15054,17.89474,50,-5.95238,-6.32911,-14.86487,-3.1746,8.19672,22.72727,0,16.04938,13.82979,8.46542,-4.35817,13.51351,-11.11111,-12.5,-5.10204,-8.60215,-3.52941,-6.09756,-3.8961,-28.37838,-28.30189,0,5.26316,10,-9.09091,3.75,3.61446,46.51163,-4.76191,-16.66667,12,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,42.85714,0,-26.66667,0,-13.63636,5.26316,-5,-10.52632,11.76471,47.36842,-7.14286,7.69231,-7.14286,-7.69231,20.83333,-10.34483,38.46154,-16.66667,-26.66667,31.81818,0,-3.44828,7.14286,-26.66667,0,-27.27273,106.25,36.36364,-4.44445,-30.23256,-26.66667,-40.90909,-30.76923,-33.33333,0,33.33333,0,0,12.5,33.33333,-25,11.11111,0,10,54.54546,5.88235,-22.22222,28.57143,-22.22222,-14.28571,25,-33.33333,-20,0,0,25,-10,14.58333,50,0,0,-6.66667,-7.14286,-7.69231,-6.25,2.22222,29.71014,-15.0838,3.94737,12.65823,-2.80899,30.0578,20.44444,5.53506,4.54546,-16.38796,0,4,-1.53846,9.375,10.71429,-13.54839,-17.91045,-4.54546,-24.76191,-36.70886,-44,-28.57143,-40,141.6667,5.17241,-26.22951,-20,11.11111,0,-5,31.57895,-16,-28.57143,-20,-17.5,-4.0404,-5.26316,-16.66667,-46.66667,-45,36.36364,10,-27.27273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.23529,25,0,40,-7.14286,-23.07692,0,-30,0,0,14.28571,0,0,0,0,-12.5,0,-14.28571,-16.66667,-20,50,16.66667,-28.57143,20,0,50,33.33333,0,16.66667,-14.28571,16.66667,14.28571,25,40,14.28571,-18.75,11.53846,93.10345,-32.14286,-23.68421,10.34483,3.125,-3.0303,-12.5,-14.28571,-25,33.33333,-8.33333,-18.18182,-33.33333,33.33333,0,-12.5,-14.28571
Latrobe Magnesium Ltd,LMG,0,0,0,0,0,0,-83.33334,-22.22222,-5.71429,-27.27273,54.16667,-16.21622,-9.67742,-7.14286,11.53846,-13.7931,4,84.61539,66.66666,-12.5,-5.71429,1.51515,-7.46269,-35.48387,25,4,-11.53846,8.69565,20,6.66667,0,0,0,0,0,0,0,0,0,-29.6875,-22.22222,-11.42857,22.58064,-5.26316,-30.55556,20,-20,-25,-27.77778,15.38461,0,13.33333,11.76471,-15.78947,-12.5,0,-42.85714,25,-10,-22.22222,0,0,0,0,0,-14.28571,-16.66667,0,140,16.66667,21.42857,-5.88235,-31.25,9.09091,-8.33333,-27.27273,62.5,-7.69231,-8.33333,27.27273,42.85714,25,32,-27.27273,-29.16667,17.64706,-10,11.11111,-25,13.33333,-11.76471,-20,-8.33333,0,0,27.27273,-21.42857,-18.18182,-22.22222,-28.57143,-20,0,0,0,0,0,75,-28.57143,-20,25,0,180,-28.57143,-20,25,30,-7.69231,16.66667,35.71429,-42.10526,0,9.09091,-8.33333,36.36364,26.66667,21.05263,30.43478,0,-3.33333,27.58621,10.81081,-21.95122,-18.75,53.84615,-22.5,6.45161,-15.15152,-21.42857,0,-9.09091,5,9.52381,0,-13.04348,0,-30,-7.14286,7.69231,7.14286,-20,-33.33333,25,0,-10,-11.11111,-25,-16.66667,0,20,33.33333,-25,-16.66667,0,20,0,-16.66667,0,-20,0,25,20,0,50,33.33333,33.33333,-12.5,-7.14286,-15.38461,-9.09091,-10,-22.22222,0,0,14.28571,0,12.5,-11.11111,25,-20,37.5,81.81818,-5,89.47369,-8.33333,-6.06061,-16.12903,0,7.69231,-7.14286,0,-11.53846,-4.34783,-31.81818,6.66667,0,0,-12.5,0,14.28571,0,-12.5,7.14286,-13.33333,-7.69231,-8.33333,-18.18182,11.11111,-10,0,0,-22.22222,28.57143,-11.11111,-12.5,14.28571,0,-12.5,0,-14.28571,16.66667,-14.28571,83.33334,9.09091,0,8.33333,15.38461,-46.66667,-25,33.33333,25,70,70.58823,-13.7931,4,-19.23077,-14.28571,27.77778,8.69565,-4,-16.66667,5,-14.28571,-11.11111,12.5,5.55556,52.63158,117.2414,49.20635,2.12766,9.375,-14.28571,0,-8.88889,-12.19512,-16.66667,45,4.5977,-14.28571,-3.84615
LawFinance Ltd,LAW,-26,9.45946,35.80247,-20,-11.36364,-5.12821,-5.40541,-20,-32.14286,-47.36842,-10,0,-71.11111,-3.84615,-60,20,66.66666,-25,20,0,-16.66667,52.72166,-4.76191,-15,-5.88235,-12.5,-50,0,-28.57143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,-16.66667,-20,-16.66667,-10,-44.44444,0,-40,0,0,-33.33333,100,0,0,25,20,16.66667,71.42857,83.33334,22.72727,-14.81481,-13.04348,10,0,-22.72727,-11.76471,20,0,-11.11111,-6.25,0,6.66667,18.75,26.31579,-12.5,9.52381,-17.3913,-5.26316,44.44444,-7.69231,-20.83333,-5.26316,11.11111,-15,-11.76471,-6.66667,-35.71429,22.22222,-27.27273,-12.5,0,-28.57143,-20,0,0,-25,66.66666,-20,-50,0,-50,0,0,100,0,-50,0,0,200,0,66.66666,-40,-33.33333,0,0,150,-20,0,-25,33.33333,0,0,0,5,-4.76191,-7.5,0,2.7027,-10.52632,0,5.88235,0,25,6.66667,-2.08333,4.25532,-12.2449,9.30233,0,-4.25532,4.44445,-6.38298,-4.54546,7.14286,20,-11.11111,-6.25,-4.44445,0,-4.65116,7.31707,-34.09091,27.58621,-18.91892,-34.66667,-19.38775,-1.26582,-6.41026,-1.36986,-4.16667,0,-2.89855,10.44776,0,0,0,0,0,-12.16216,6.15385,1.44928,-7.14286,0,4.61539,-2.94118,-9.09091,15,15.94203,-2.5,-14.10256,13.43281,-8.57143,-60.9375,84,-8.69565,-2.38095,-19.5122,9.09091,-8.33333,-6.06061,-3.22581,0,-26.66667,-4.54546,-9.52381,-26.31579,-14.28571,-0.83333,-22.68908,-14.67391,32.48408,-1.44231,-11.70732,-16.57458,-13.90728,-38.46154,0,-21.72446,-7.14286,-36.53846,63.63636,-37.03704,-17.64706,-14.28571
Lemarne Corp Ltd,LMC,4,-1.53846,7.42188,0,4.54546,-8.92857,-5.88235,-5.41667,2.20264,-11.63793,-10.97561,-40,2.85714,14.81481,-6.45161,-31.03448,18.75,42.10526,-7.40741,0,4.8,19.84733,-1.31579,-10,-16.2963,6.19469,-3.33333,16.37931,10.37037,31.25,-2.1164,0,4.32432,-2.33161,4.97238,-3.68421,3.82514,10.52632,-0.95238,6.25,12.44344,-4.56432,-1.73913,3.53982,0.42735,4.25532,-1.25,1.26582,-7.91667,2.26244,10.17699,-5.22088,-2.54237,10.43478,-1.5748,2,1.96078,0.38462,-5.5336,7.94979,-7.36434,-1.25523,3.81356,8.16327,-4.5283,-0.81633,-3.29218,-2.12766,18.26087,19.11765,-0.31646,-1.5873,-1.6129,5.17241,-4.91803,-3.44828,-18.92857,1.32159,-0.86957,9.21053,7.63052,-3.54478,-0.4,0.40161,1.2,0.79051,16.07843,7.43243,-1.88679,10.92715,0.29851,-7.44048,-3.53698,0.83333,1.72414,23.72881,-4.65753,1.14943,6.81818,1.06383,-1.97368,-4.16667,-5.45455,8.97436,-2.94118,10.30303,-0.28571,-2.00573,5.84795,7.73481,23.07692,10.41667,-6.41509,-1.79372,-0.45662,7.79817,3.82979,3.68852,-5.68182,1.20482,0.71429,6.38298,-8.88889,5.12195,-3.24826,0.25189,0.75377,0,0.74813,-2.47525,-5.58376,4.30108,-0.7732,-3.8961,-4.05405,1.97183,1.65746,-2.98913,5.88235,1.88679,31.48148,0,2.11268,-0.68966,-30.55556,29,0,0,0,0,10.85271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lend Lease Primelife Ltd,LLP,18.58974,2.7027,2.63158,-15.38461,1.21212,2.50784,-11.31498,0,-2.06897,-5.98592,9.80392,-7,-15.13057,-5.88235,0.96154,-2.38095,19.5122,-4.34783,4.54546,22.17391,-3.55872,-0.73801,-14.55762,4.0724,-3.04348,-10.3139,0,4,-2.88462,-10.39604,-11.60221,6.25,-5,1.97368,6.45161,15.15152,11.57895,13.67924,9.95851,-8.30189,0.82305,11.83673,0.72993,-5.7971,8.07692,-6.04982,-18.56061,-17.67442,-26.55367,3.84615,2.96296,-10.79137,27.41936,5.6962,-9.58084,-13.90728,-10,-0.8547,-7.75862,-17.75701,-6.81818,34.14634,-9.09091,42,-4.22535,-10.29412,-13.11475,8.01887,-0.43668,0.87719,-12.6087,4.47761,4.28571,5.02283,7.82609,-12.90323,-5.55556,12.7451,0,6.08696,-4.5082,-9.44206,3.79147,4.56621,2.62009,-2.12766,-10.86957,0.4878,4.85437,-9.25926,-1.83674,-32.6087,-0.80645,-10.56911,-5.45455,-8.65385,-5.05263,-8.13954,13.92405,-7.77778,-49.39759,-19.04762,20.58824,-14.63415,-34.28571,-4.34783,22.72727,-14.81481,-20,35.86956,60,47.5,3.38983,0,13.11475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
